"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como automatizador de pruebas","Inicio de sesion exitoso","SUCCESS","2021-10-24T01:33:54.338-05:00[America/Bogota]","0.0","12.05"
"Yo como automatizador de pruebas","Inicio de sesión donde el password inválido","SUCCESS","2021-10-24T01:34:06.406-05:00[America/Bogota]","0.0","8.38"
"Yo como automatizador de pruebas","Inicio de sesión donde el usuario es inválido","SUCCESS","2021-10-24T01:34:14.794-05:00[America/Bogota]","0.0","7.91"
"Yo como automatizador de pruebas","Inicio de sesión donde no se introducen las credenciales","SUCCESS","2021-10-24T01:34:22.708-05:00[America/Bogota]","0.0","5.63"
